id,Label,Slope,Aspect,Elevation,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways
474,covtype474,7,96,2932,247,3861
475,covtype475,5,72,2909,324,4554
476,covtype476,3,180,2900,300,4725
477,covtype477,12,143,2867,437,3363
478,covtype478,10,356,3047,618,5664
479,covtype479,14,15,2617,30,1652
480,covtype480,7,340,2998,108,2978
481,covtype481,7,276,2962,497,3610
482,covtype482,12,160,2759,120,2782
483,covtype483,17,217,3027,700,5844
484,covtype484,13,121,2963,175,4557
485,covtype485,15,117,2919,175,4375
486,covtype486,24,343,2690,120,1816
487,covtype487,21,235,2955,451,5590
488,covtype488,13,120,2953,134,4518
489,covtype489,17,124,2887,95,4252
490,covtype490,8,338,3014,150,2888
491,covtype491,11,62,2995,484,3209
492,covtype492,6,142,2965,0,4778
493,covtype493,9,47,2982,437,3387
494,covtype494,10,311,2739,270,1765
495,covtype495,3,243,2916,335,5442
496,covtype496,3,135,3047,932,5900
497,covtype497,2,270,2751,0,3068
498,covtype498,7,318,2690,514,967
499,covtype499,10,89,2599,30,558
500,covtype500,7,264,2919,408,5490
501,covtype501,12,253,2975,616,5780
502,covtype502,9,83,2617,127,573
503,covtype503,7,92,2574,0,408
504,covtype504,11,19,2939,60,3980
505,covtype505,10,45,2915,60,4397
506,covtype506,5,41,2765,0,3263
507,covtype507,13,348,2784,170,2758
508,covtype508,22,108,2850,42,3976
509,covtype509,7,236,2919,350,5470
510,covtype510,14,233,2995,638,5932
511,covtype511,15,32,2817,390,2561
512,covtype512,2,18,2932,485,4326
513,covtype513,7,11,2826,366,2648
514,covtype514,10,47,2795,451,2260
515,covtype515,5,62,2760,547,1842
516,covtype516,9,76,2700,433,1124
517,covtype517,9,238,3001,592,5966
518,covtype518,3,165,2699,390,908
519,covtype519,6,79,2730,270,1353
520,covtype520,8,82,2655,384,607
521,covtype521,14,46,2644,319,518
522,covtype522,12,252,2998,553,5940
523,covtype523,8,28,2854,446,2791
524,covtype524,8,63,2809,458,2251
525,covtype525,19,94,2633,258,454
526,covtype526,10,152,2588,182,277
527,covtype527,10,84,2811,433,2250
528,covtype528,15,208,2926,300,5633
529,covtype529,14,71,2839,488,2370
530,covtype530,11,179,2689,210,932
531,covtype531,19,66,3015,335,3777
532,covtype532,14,62,2995,362,3836
533,covtype533,7,159,2938,285,4891
534,covtype534,8,130,2929,150,4651
535,covtype535,11,107,2851,458,2402
536,covtype536,14,122,2949,379,5131
537,covtype537,14,33,2596,335,150
538,covtype538,8,45,2939,306,4602
539,covtype539,17,44,2805,170,1902
540,covtype540,9,52,3074,42,3105
541,covtype541,16,54,2932,283,3578
542,covtype542,20,29,2868,95,3369
543,covtype543,8,128,2864,451,2741
544,covtype544,14,352,2946,170,4298
545,covtype545,12,25,3021,564,3847
546,covtype546,14,49,3018,631,3936
547,covtype547,6,193,2863,390,2869
548,covtype548,6,156,2978,524,5532
549,covtype549,12,63,2945,324,3561
550,covtype550,9,120,2968,365,5386
551,covtype551,5,93,2734,277,1645
552,covtype552,11,83,2728,277,1587
553,covtype553,5,190,2762,30,1972
554,covtype554,5,270,2922,120,4843
555,covtype555,11,61,2926,90,5123
556,covtype556,6,346,2962,518,5549
557,covtype557,27,183,2624,60,1195
558,covtype558,5,107,2917,210,3413
559,covtype559,3,345,2644,85,509
560,covtype560,4,45,2645,134,467
561,covtype561,16,24,3024,297,4116
562,covtype562,14,40,2651,242,641
563,covtype563,7,231,2936,285,5773
564,covtype564,14,127,2813,60,2845
565,covtype565,19,344,2617,30,1307
566,covtype566,5,281,2952,212,4824
567,covtype567,17,286,2968,283,4735
568,covtype568,6,228,2992,458,4439
569,covtype569,9,124,2976,277,4173
570,covtype570,9,131,2796,0,2794
571,covtype571,9,311,2955,421,5660
572,covtype572,13,175,2917,30,3707
573,covtype573,20,72,2821,90,2889
574,covtype574,20,179,2794,124,2629
575,covtype575,4,266,2661,67,631
576,covtype576,17,119,2793,30,2810
577,covtype577,19,315,2976,319,4779
578,covtype578,21,115,2807,85,2876
579,covtype579,13,87,3109,446,3469
580,covtype580,7,53,3109,362,3774
581,covtype581,19,109,2792,67,2856
582,covtype582,16,121,2775,30,2799
583,covtype583,13,14,3113,376,3684
584,covtype584,9,341,2919,467,4830
585,covtype585,12,129,2757,0,2751
586,covtype586,14,41,2952,335,4604
587,covtype587,15,91,2764,42,2789
588,covtype588,19,109,2753,60,2771
589,covtype589,19,122,2744,30,2742
590,covtype590,18,138,2736,0,2714
591,covtype591,10,156,2954,301,4308
592,covtype592,23,138,2662,30,2173
593,covtype593,14,69,2988,228,4298
594,covtype594,14,72,2965,361,4509
595,covtype595,21,118,2663,30,2214
596,covtype596,10,64,2600,247,277
597,covtype597,16,71,2942,499,4656
598,covtype598,18,90,2718,30,2719
599,covtype599,19,168,2695,30,2608
600,covtype600,3,31,2669,342,696
601,covtype601,20,103,2753,108,2813
602,covtype602,18,101,2721,42,2730
603,covtype603,10,142,2686,0,2592
604,covtype604,5,119,2676,0,2483
605,covtype605,6,135,2610,272,323
606,covtype606,18,137,2706,60,2714
607,covtype607,24,323,2709,127,2125
608,covtype608,3,66,2676,391,883
609,covtype609,8,70,3201,331,2908
610,covtype610,7,120,2688,30,2644
611,covtype611,2,11,2685,30,2617
612,covtype612,6,347,2684,0,2630
613,covtype613,25,329,2714,127,2207
614,covtype614,5,38,2766,85,1813
615,covtype615,10,101,2695,0,2778
616,covtype616,6,35,2690,0,2751
617,covtype617,24,126,2795,153,3259
618,covtype618,27,332,2740,175,2239
619,covtype619,7,238,3009,446,5071
620,covtype620,19,84,2964,124,4607
621,covtype621,30,332,2783,255,2180
622,covtype622,9,56,2781,190,1987
623,covtype623,8,40,2775,134,1940
624,covtype624,3,39,2781,60,1871
625,covtype625,13,120,3149,150,3438
626,covtype626,5,345,3044,342,4119
627,covtype627,4,76,2919,228,4914
628,covtype628,11,52,2786,182,2005
629,covtype629,8,13,2780,124,1959
630,covtype630,9,350,2780,95,1936
631,covtype631,9,79,2872,0,4336
632,covtype632,2,27,2796,240,2071
633,covtype633,10,54,2790,180,2024
634,covtype634,11,107,2769,95,1663
635,covtype635,7,48,2719,361,1290
636,covtype636,23,357,2763,201,2728
637,covtype637,9,73,3011,659,4341
638,covtype638,13,65,2955,481,4590
639,covtype639,7,135,3149,67,3282
640,covtype640,9,112,2808,0,4034
641,covtype641,13,352,2811,228,2145
642,covtype642,5,60,3205,570,2797
643,covtype643,23,48,2892,150,4337
644,covtype644,14,293,2922,283,5205
645,covtype645,23,352,2828,424,2556
646,covtype646,7,327,2598,30,582
647,covtype647,10,348,2972,402,4565
648,covtype648,26,348,2834,430,2647
649,covtype649,14,42,2810,300,1666
650,covtype650,17,141,2684,30,1107
651,covtype651,9,39,2613,42,685
652,covtype652,2,234,2647,323,726
653,covtype653,9,95,2667,541,691
654,covtype654,8,305,2942,379,5232
655,covtype655,15,340,2971,85,4734
656,covtype656,5,308,2822,234,1758
657,covtype657,11,60,2661,30,1045
658,covtype658,10,338,2687,437,792
659,covtype659,8,85,3103,524,3805
660,covtype660,22,50,3034,531,4252
661,covtype661,19,28,2682,60,1110
662,covtype662,22,343,2876,532,2742
663,covtype663,6,358,2802,433,1718
664,covtype664,25,39,2958,351,4440
665,covtype665,16,20,2890,430,2954
666,covtype666,22,27,2702,120,1149
667,covtype667,23,29,2686,95,1082
668,covtype668,17,52,2727,0,1332
669,covtype669,17,36,2720,30,1308
670,covtype670,13,44,2733,30,1350
671,covtype671,15,349,2724,67,1302
672,covtype672,4,13,2619,42,819
673,covtype673,11,83,3195,366,2952
674,covtype674,6,106,3139,531,3599
675,covtype675,16,44,2929,591,2698
676,covtype676,22,293,2849,120,2115
677,covtype677,5,90,2733,60,1364
678,covtype678,20,333,2803,182,3721
679,covtype679,14,82,2871,228,2385
680,covtype680,13,99,2737,30,1406
681,covtype681,1,135,2730,60,1383
682,covtype682,13,332,2653,190,900
683,covtype683,13,21,2655,741,630
684,covtype684,13,332,2659,201,930
685,covtype685,32,92,2871,218,4173
686,covtype686,7,217,2988,446,5467
687,covtype687,29,316,2920,433,3511
688,covtype688,17,63,2718,242,1142
689,covtype689,8,66,2682,547,812
690,covtype690,6,324,2662,616,543
691,covtype691,14,49,3096,242,4180
692,covtype692,11,38,2975,633,3282
693,covtype693,12,93,2653,511,424
694,covtype694,26,314,2876,295,3746
695,covtype695,4,35,2969,531,2930
696,covtype696,10,119,2662,531,481
697,covtype697,7,108,2919,85,5022
698,covtype698,12,270,2738,30,1506
699,covtype699,23,27,2673,30,1113
700,covtype700,11,276,2696,120,1167
701,covtype701,14,56,2694,480,866
702,covtype702,17,56,3024,67,4397
703,covtype703,18,174,2986,234,4805
704,covtype704,5,332,2860,485,1964
705,covtype705,11,40,2690,495,800
706,covtype706,17,169,2987,390,4629
707,covtype707,17,96,2787,218,1767
708,covtype708,25,299,2934,418,3736
709,covtype709,7,304,2712,190,1146
710,covtype710,13,160,2954,390,3012
711,covtype711,7,68,2750,30,1676
712,covtype712,16,57,3044,108,4295
713,covtype713,10,52,2719,371,812
714,covtype714,7,76,2764,323,1437
715,covtype715,17,61,3034,212,4325
716,covtype716,14,230,2753,175,1398
717,covtype717,7,26,3109,30,3947
718,covtype718,13,100,2936,300,4687
719,covtype719,15,331,2875,277,2506
720,covtype720,20,273,2878,134,4085
721,covtype721,14,66,2856,371,2086
722,covtype722,7,211,2976,509,3599
723,covtype723,6,9,2747,150,1380
724,covtype724,8,47,2703,319,666
725,covtype725,20,99,3073,216,4133
726,covtype726,9,93,2932,124,4860
727,covtype727,24,323,2889,277,2605
728,covtype728,9,85,3146,192,3755
729,covtype729,9,64,2651,127,335
730,covtype730,12,170,2942,323,4552
731,covtype731,2,108,2534,247,234
732,covtype732,7,10,2774,306,1691
733,covtype733,9,43,2732,0,1566
734,covtype734,12,228,2916,67,4975
735,covtype735,18,118,2744,42,1531
736,covtype736,6,171,2711,108,845
